기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20233,D,발달상권,3120104,연남동(홍대),CS200016,당구장,33575036,2417,20066372,13508664,3729308,2558225,3507860,3815194,6455785,8368951,5139713,700751,0,188687,4274322,15154414,13256862,29000281,4468658,831951,8291137,6059399,5346584,6070555,6869312,1513,904,246,207,272,295,493,564,340,50,0,18,323,1035,991,2084,326,70,598,421,384,461,475
20233,D,발달상권,3120104,연남동(홍대),CS200024,스포츠클럽,5775632,11,5775632,0,0,0,0,5775632,0,0,0,0,5775632,0,0,0,0,0,5775632,0,0,0,5775632,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,11,0,0,0,11,0,0
20233,D,발달상권,3120104,연남동(홍대),CS200025,자동차수리,182392921,529,153210611,29182310,60243567,11997875,32782977,28779241,19406951,29182310,0,0,9400559,24772628,76081487,72138247,0,142506824,8162813,0,0,9928751,30881260,70179618,39680008,482,47,65,84,153,75,105,47,0,0,63,103,248,115,0,351,55,0,0,34,104,147,122
20233,D,발달상권,3120104,연남동(홍대),CS200028,미용실,1266979678,20690,815871080,451108598,144631276,181241172,154263391,163341713,172393528,336876277,114232321,0,43131675,264036429,390281749,541530975,27998850,445779371,814027483,15868144,312193082,348189207,219027408,248587464,115941550,14343,6347,2685,2694,3012,3097,2855,4663,1684,0,850,5175,5981,8457,227,10860,9733,130,3999,6155,3733,4088,2487
20233,D,발달상권,3120104,연남동(홍대),CS200029,네일숍,90789535,771,51391995,39397540,5619483,4578841,11642681,9175347,20375643,36620762,2776778,0,1624943,20746546,39043109,25018196,4356741,7436725,82540338,1059894,10962788,31723683,19189649,23173685,3867364,487,284,53,43,99,105,187,232,52,0,31,213,241,267,19,76,688,24,177,407,104,45,8
20233,D,발달상권,3120104,연남동(홍대),CS200030,피부관리실,597227734,2872,411347504,185880230,64943883,58061559,78637496,122684129,87020437,145916681,39963549,0,77518174,145098413,181114172,124006537,69490438,141763013,455464721,844263,99910699,326305978,30244837,124604969,15316988,1875,997,285,409,308,395,478,643,354,0,547,865,821,547,92,438,2434,18,1077,940,296,411,130
20233,D,발달상권,3120104,연남동(홍대),CS200031,세탁소,81826328,4997,62286320,19540008,12875620,12018806,15694772,12594691,9102431,14781537,4758471,4106625,8222602,18509760,22736198,22906011,5345132,27312663,54513665,131507,20497574,24310132,16279702,14565079,6042334,3717,1280,898,675,900,627,617,954,326,293,605,1003,1133,1592,371,2148,2849,14,1235,1283,1100,981,384
20233,D,발달상권,3120104,연남동(홍대),CS200034,여관,7345591,194,5323687,2021904,252738,0,2038093,2148273,884583,252738,1769166,1485098,379107,552995,252738,884583,3791070,2021904,5323687,0,3301783,884583,252738,2906487,0,159,35,9,0,118,16,16,9,26,63,8,55,8,26,34,51,143,0,143,26,8,17,0
20233,D,발달상권,3120104,연남동(홍대),CS200036,고시원,18000000,12,18000000,0,0,8847458,9152542,0,0,0,0,0,0,8847458,9152542,0,0,0,18000000,0,0,0,0,18000000,0,12,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,12,0,0,0,0,12,0
20233,D,발달상권,3120104,연남동(홍대),CS200037,노래방,356674719,57850,216035745,140638974,38796212,39879409,39432667,40872966,57054491,87080985,53557989,70218194,762524,10270755,40936507,106857704,127629035,173898757,162737508,15893468,155462884,74411959,38944134,39251418,12672403,33383,24467,6484,6115,6297,6317,8170,14076,10391,5177,200,2776,10057,23159,16481,26928,30814,4122,35901,11209,2736,3295,478
20233,D,발달상권,3120104,연남동(홍대),CS300001,슈퍼마켓,333387177,30227,214445981,118941196,38559930,37630945,43426734,42149257,52679115,62126162,56815034,355853,43891844,50996284,64028138,116008475,58106583,171502965,128832418,1532375,62302649,109896392,51225016,41158985,34219967,19566,10661,3595,3511,4021,3841,4598,5749,4912,20,3334,4769,6041,10279,5784,16229,12240,196,6954,10000,4809,3742,2769
20233,D,발달상권,3120104,연남동(홍대),CS300002,편의점,4759876647,825097,3380724829,1379151818,688497879,658365642,664394247,665310626,704156435,789937060,589214758,567720417,684564884,706866390,707970576,1200504385,892249995,2732673143,1922817988,100827515,1559031955,1410534004,785817694,571439011,227840947,585724,239373,120852,114854,114560,115866,119592,136116,103257,75790,133342,136654,133270,213196,132845,446368,369831,26897,299131,237283,121861,93532,37495
20233,D,발달상권,3120104,연남동(홍대),CS300007,육류판매,367123308,9539,320376435,46746873,56253505,41134611,50150160,105583127,67255032,41607628,5139245,0,84523335,97637846,41676414,139140709,4145004,171068074,169589624,0,12655386,23920238,46758421,127269988,130053669,7974,1565,1948,1316,1299,1677,1734,1411,154,0,848,3680,966,3875,170,5352,3804,0,622,1126,1481,2760,3164
20233,D,발달상권,3120104,연남동(홍대),CS300009,청과상,9300027,276,8082166,1217861,0,4705371,0,3376795,0,1217861,0,0,1162503,0,4151798,3985726,0,3930368,3155367,0,0,0,5867874,1217861,0,221,55,0,111,0,110,0,55,0,0,55,0,111,110,0,110,111,0,0,0,165,55,0
20233,D,발달상권,3120104,연남동(홍대),CS300010,반찬가게,1525978728,9643,1440020250,85958478,48471629,170314730,580650758,275508247,365074886,59583049,26375429,61171930,926854867,245785879,87359254,91360674,113446124,815710950,243185424,0,37577042,152612048,113539436,19543240,735624607,8213,1430,483,1169,2867,1554,2140,1112,318,795,4139,713,501,1430,2065,4505,2505,0,1112,2065,2151,159,1523
20233,D,발달상권,3120104,연남동(홍대),CS300011,일반의류,2450725449,27746,1497054415,953671034,259820420,258309140,223314643,349174777,406435435,635053610,318617424,978819,0,541507187,694031902,1071128235,143079306,805997814,1634754531,32385161,872448345,671629879,359928921,389248594,115111445,15774,11972,3332,2742,2693,3223,3784,7402,4570,12,0,3649,8393,13321,2371,5801,21917,799,13879,6289,2693,3132,927
20233,D,발달상권,3120104,연남동(홍대),CS300014,신발,1900139779,50072,1119891208,780248571,216032079,199292249,210997807,242178011,251391062,446489998,333758573,1986269,0,284286108,553346775,897831998,162688629,588592763,1309988308,58661328,906190944,402681447,218505140,239126441,73415771,29575,20497,5962,5478,5635,5786,6714,11824,8673,59,0,7730,14645,23359,4279,13447,36616,1452,24624,10798,5453,5966,1770
20233,D,발달상권,3120104,연남동(홍대),CS300016,안경,62324035,771,55373081,6950954,7776714,14769440,20242379,6929534,5655014,6950954,0,0,1381623,19718647,27686006,13109349,428410,24397958,37926077,856820,8311156,9285790,6063074,31605958,6201237,696,75,148,140,182,86,140,75,0,0,32,246,235,247,11,236,535,11,160,171,129,236,64
20233,D,발달상권,3120104,연남동(홍대),CS300018,의약품,724515828,78128,452434302,272081526,96569788,82060167,97266679,88745784,87791884,162157718,109923808,1810640,20397646,137262850,158606316,296232029,110206347,260887499,463628329,7723496,267938753,218511837,84986698,100053243,45301801,47142,30986,9465,8527,9495,9356,10299,17715,13271,159,1779,12699,18019,33117,12355,27992,50136,1246,33193,21360,8869,9563,3897
20233,D,발달상권,3120104,연남동(홍대),CS300020,서적,1927633,84,0,1927633,0,0,0,0,0,0,1927633,0,0,1927633,0,0,0,1927633,0,0,1927633,0,0,0,0,0,84,0,0,0,0,0,0,84,0,0,84,0,0,0,84,0,0,84,0,0,0,0
20233,D,발달상권,3120104,연남동(홍대),CS300021,문구,477831563,31779,442912898,34918665,104822588,80860318,65769589,112034772,79425631,34893849,24816,0,122002730,106384505,157662191,91782137,0,116004339,110903650,3726453,61512525,54302873,56340335,33007505,18018298,27821,3958,6008,5139,5715,5503,5456,3933,25,0,4008,9104,9479,9188,0,9956,15010,938,9041,6013,3413,3660,1903
20233,D,발달상권,3120104,연남동(홍대),CS300022,화장품,642495211,19153,452023596,190471615,98463449,66624341,94763535,112853970,79318301,95501749,94969866,54313453,26196259,120956185,133664739,225144650,82219925,219765632,385497557,9860885,164003949,168036827,93990186,127798386,41572956,12300,6853,2460,2055,2542,2625,2618,3760,3093,426,560,3247,4968,7588,2364,5268,13673,528,8954,4302,2086,2519,551
20233,D,발달상권,3120104,연남동(홍대),CS300024,운동/경기용품,986904345,267,986904345,0,0,0,0,0,986904345,0,0,0,0,0,0,986904345,0,986904345,0,0,0,0,0,986904345,0,267,0,0,0,0,0,267,0,0,0,0,0,0,267,0,267,0,0,0,0,0,267,0
20233,D,발달상권,3120104,연남동(홍대),CS300026,완구,110614949,2891,52239562,58375387,4254361,7394105,8919555,10655873,21015668,33615095,24760292,0,550652,8587339,26191445,44158663,31126850,107401701,3213248,775172,23109977,71795451,14136551,797798,0,1370,1521,148,186,262,431,343,1043,478,0,30,287,803,1204,567,2730,161,21,1291,1181,347,51,0
20233,D,발달상권,3120104,연남동(홍대),CS300028,화초,189050575,12449,112535889,76514686,23485703,18464931,20472133,20721751,29391371,45033180,31481506,23665,16082312,34944591,51409660,76212671,10377676,57887923,121246687,6764484,89918727,53285291,11082279,14661024,3422802,7227,5222,1305,1228,1278,1428,1988,3053,2169,5,542,2187,3450,5490,775,3781,8490,617,6754,3151,732,861,150
20233,D,발달상권,3120104,연남동(홍대),CS300033,철물점,54920678,3708,44385272,10535406,8096655,7804004,10437855,7999104,10047654,10535406,0,0,3804452,20192861,24192411,6730954,0,38770671,16150007,0,0,7960784,31599584,7555900,7804410,3219,489,488,682,779,781,489,489,0,0,293,1463,1561,391,0,2692,1016,0,0,926,1759,600,423
20233,D,발달상권,3120104,연남동(홍대),CS300036,조명용품,7738070,331,5545027,2193043,1357080,974383,971669,1205086,1036809,2193043,0,0,540118,2589308,3316704,1291940,0,3533836,2564881,0,602543,2985577,1034095,1004240,472264,283,48,71,54,44,60,54,48,0,0,32,113,120,66,0,146,103,0,38,88,81,21,21
20233,D,발달상권,3120104,연남동(홍대),CS300043,전자상거래업,1575743402,25685,459247413,1116495989,14957936,160063529,47096280,86392502,150737166,841197102,275298887,116368,4093144,364573914,639118649,565729041,2112286,242320390,1283802258,5121338,641856809,537850570,235142253,65764294,40387384,9241,16444,764,1330,1214,2345,3588,11804,4640,4,10,3271,11081,11229,90,4466,21143,177,10182,8635,4206,1971,438
20234,A,골목상권,3110509,연희대우아파트앞,CS100001,한식음식점,1971251786,154295,1363075580,608176206,272589234,240705695,278912349,260508069,310360233,277784314,330391892,70660232,89018397,655110952,316189432,639129472,201143301,856421425,910066195,67706117,579215368,383181977,303000946,267204538,166178680,108226,46069,21333,19980,22993,20821,23099,21392,24677,5940,9594,46553,23320,52617,16271,70824,76590,6760,49385,33968,26787,20779,9733
20234,A,골목상권,3110509,연희대우아파트앞,CS100004,양식음식점,40081759,2200,23169688,16912071,2117799,519982,8413272,4516858,7601777,7435256,9476815,0,0,15756142,8571696,14892769,861152,14219386,22365558,2260588,13406016,10059904,4928427,3858868,2071142,1241,959,151,40,526,253,271,420,539,0,0,803,460,857,80,865,1275,130,844,601,252,200,111
20234,A,골목상권,3110509,연희대우아파트앞,CS100005,제과점,2064589,301,894193,1170396,65575,254348,200696,214607,158967,814707,355689,0,7948,617986,989572,449083,0,369599,1694990,156980,1075017,578244,254348,0,0,183,118,32,36,48,24,43,86,32,0,4,80,126,91,0,56,245,16,197,76,12,0,0
20234,A,골목상권,3110509,연희대우아파트앞,CS100006,패스트푸드점,136521185,16430,98287509,38233676,19619461,20120881,20565399,18798544,19183224,19306908,18926768,0,6546766,38287641,27585534,45765918,18335326,61289697,72253961,7155948,58970254,28406790,19059648,14956232,4994787,12098,4332,2389,2411,2517,2376,2405,2248,2084,0,717,4547,3520,5445,2201,7181,9180,979,7292,3429,2293,1723,646
20234,A,골목상권,3110509,연희대우아파트앞,CS100007,치킨전문점,94300392,9874,66707471,27592921,13023999,689566,19491252,15164591,18338063,19055503,8537418,1787003,0,0,9973769,51076325,31463295,37524226,55191631,7356223,34444360,21779012,12905089,12805292,3425881,7262,2612,1306,59,2112,1716,2069,1673,939,190,0,0,1188,5400,3096,3606,6224,980,3816,2237,1233,1236,327
20234,A,골목상권,3110509,연희대우아파트앞,CS100008,분식전문점,5059040,210,2766295,2292745,351538,600564,895095,122013,797085,1162624,1130121,1354645,0,550059,0,2139728,1014608,2507268,1501660,0,1001107,500553,244026,1554666,708576,125,85,15,30,40,5,35,50,35,55,0,15,0,90,50,105,65,0,30,20,10,70,40
20234,A,골목상권,3110509,연희대우아파트앞,CS100010,커피-음료,392534345,65725,259284600,133249745,44969863,51978479,53928184,51303721,57104353,69365848,63883897,0,44516329,113880027,109568476,108404412,16165101,131653697,234100639,16690656,144026935,90454410,51670637,40644769,22266927,43358,22367,8415,8710,8854,8273,9106,11356,11011,0,8762,19152,18325,16902,2584,23374,40960,2993,26874,16025,8767,6478,3200
20234,A,골목상권,3110509,연희대우아파트앞,CS200007,치과의원,502123081,3593,495491229,6631852,126245354,59739209,108539308,123085177,77882181,6631852,0,0,51764190,122759778,237425764,90173349,0,238866782,263256299,404910,42565816,63876112,101010982,181525992,112739269,3458,135,828,530,624,955,521,135,0,0,686,957,1395,555,0,1669,1924,24,339,525,767,1094,844
20234,A,골목상권,3110509,연희대우아파트앞,CS200028,미용실,41781888,1208,31828419,9953469,4182410,2383168,13396423,3821324,8045094,5767969,4185500,0,1575734,9711537,13022678,13223327,4248612,13667567,27902339,4612478,9181821,7011542,9374019,8089218,3300827,894,314,134,127,252,158,223,193,121,0,49,381,379,375,24,609,592,29,300,210,294,229,138
20234,A,골목상권,3110509,연희대우아파트앞,CS300001,슈퍼마켓,649719274,66398,460777415,188941859,93681975,95576126,92293537,87474441,91751336,101750037,87191822,55071500,56262317,88597469,108705562,232539212,108543214,315313050,315161197,7464987,169598302,158419138,113798053,101034587,80159180,47677,18721,9643,9908,9831,8859,9436,9717,9004,6373,6633,8213,10472,23138,11569,33805,31918,1208,19106,17957,11540,8994,6917
20234,A,골목상권,3110509,연희대우아파트앞,CS300002,편의점,274106076,53106,185099630,89006446,35898973,35986155,38344156,36081107,38789239,45219597,43786849,42629979,31235636,32009453,33329161,72166162,62735685,122859456,151246620,14866887,119420666,66000146,35269133,28451269,10097975,36389,16717,7088,7139,7642,7062,7458,8293,8424,7260,7349,7164,6948,14196,10189,22943,30163,3948,23040,11966,6372,5823,1957
20234,A,골목상권,3110509,연희대우아파트앞,CS300011,일반의류,20802599,454,16067155,4735444,7380450,1392905,268616,6650421,374763,1698347,3037097,0,0,2703494,2363391,6160844,9574870,14028702,6773897,285947,2946114,16825345,285946,459247,0,165,289,48,17,26,35,39,134,155,0,0,22,204,220,8,87,367,26,259,112,27,30,0
20234,A,골목상권,3110509,연희대우아파트앞,CS300018,의약품,77486144,7148,66936377,10549767,13024024,14825355,12458694,15520732,11107572,10549767,0,0,12059653,23803786,26022342,15600363,0,34031255,43454889,654755,14136527,12076607,9434893,16025935,25157427,5981,1167,1279,1304,1379,965,1054,1167,0,0,1153,2057,2144,1794,0,3087,4061,126,1725,1441,1101,1531,1224
20234,A,골목상권,3110511,연희초등학교,CS100001,한식음식점,36358591,2982,36142052,216539,4841410,8225206,9068097,7837166,6170173,216539,0,0,0,23251709,1314745,11792137,0,20807051,15551540,0,21155762,5795284,2269512,5362050,1775983,2964,18,459,663,739,620,483,18,0,0,0,2039,102,841,0,1610,1372,0,1677,503,240,401,161
20234,A,골목상권,3110511,연희초등학교,CS100008,분식전문점,62618238,5315,62618238,0,13449169,13969541,13238541,12783215,9177772,0,0,0,1536339,31367973,6579003,23134923,0,40970871,21647367,232602,29100627,13528623,2998965,13512749,3244672,5315,0,1147,1191,1095,1102,780,0,0,0,130,2608,582,1995,0,3450,1865,24,2488,1159,259,1102,283
20234,A,골목상권,3110511,연희초등학교,CS100010,커피-음료,67503352,8547,59793440,7709912,9892701,8109531,13953948,11280156,16557104,6128945,1580967,0,13917714,31701180,16329694,5554764,0,43655237,21470713,113791,14342435,11130917,6422760,10021584,23094463,7475,1072,1509,1437,1627,1462,1440,782,290,0,2558,3715,1526,748,0,5097,3378,12,2613,2158,1035,1532,1125
20234,A,골목상권,3110511,연희초등학교,CS200006,일반의원,607041020,14599,558063627,48977393,79405774,96964335,73266182,41759513,266667823,48977393,0,0,104924297,156703427,266979802,78433494,0,173774338,244687058,0,49068819,48527429,115642422,96483577,108739149,12661,1938,2636,2847,2422,1485,3271,1938,0,0,4785,4211,4119,1484,0,7668,6537,0,1702,1854,3378,2801,4471
20234,A,골목상권,3110511,연희초등학교,CS200007,치과의원,159821033,2207,135664558,24156475,48986568,24652102,31507769,14598561,15919558,24156475,0,0,39495750,39862532,77455341,3007410,0,108626633,44385465,0,6380632,16835677,38927117,8161198,82707474,1902,305,573,486,173,229,441,305,0,0,588,612,900,107,0,951,1179,0,126,254,451,437,862
20234,A,골목상권,3110511,연희초등학교,CS200028,미용실,2074948,130,1398154,676794,132645,265291,132646,132646,734926,676794,0,0,0,265292,1309724,499932,0,1575015,499933,0,415321,265290,132646,465818,795873,90,40,9,18,9,9,45,40,0,0,0,18,81,31,0,98,32,0,19,17,9,32,53
20234,A,골목상권,3110511,연희초등학교,CS200031,세탁소,14296676,1813,8970789,5325887,2130354,1714270,1431332,1331472,2363361,2330076,2995811,1647696,998604,1331472,1997207,4360571,3961126,7655962,6158056,183077,6507567,3079028,582519,2929238,532589,1133,680,300,251,150,149,283,283,397,200,100,150,284,581,498,899,848,33,965,350,66,283,50
20234,A,골목상권,3110511,연희초등학교,CS300001,슈퍼마켓,74576422,9241,46482573,28093849,8602403,12062207,8267491,8852353,8698119,11296835,16797014,5758327,6324960,6592590,13924167,25714778,16261600,46043831,20089896,47849,20222807,17672948,7878157,6507534,13804432,6169,3072,1330,1165,1115,1240,1319,1421,1651,626,993,1255,1528,2884,1955,5851,2764,16,3681,1912,726,1129,1150
20234,A,골목상권,3110511,연희초등학교,CS300002,편의점,1394139090,222746,1004015319,390123771,187232522,191851511,199773353,211091769,214066164,184631381,205492390,187901110,182023495,164840933,196903368,355115313,307354871,883610393,510528697,16140196,554308145,342745804,220456455,177187580,83300910,164511,58235,31238,33032,33825,33284,33132,28701,29534,26121,33741,28845,33497,56582,43960,137015,85731,4523,94727,52897,29195,29001,12403
20234,A,골목상권,3110520,경의중앙 신촌역,CS100001,한식음식점,2882762939,81508,1851647603,1031115336,395373371,276786119,374386076,314992613,490109424,622122683,408992653,295270274,2121071,435094449,345535045,1182145066,622597034,1175065583,1247878324,99967079,1153406088,405445321,160676652,454800862,148647907,55330,26178,12504,10312,10713,9406,12395,11960,14218,1177,144,20292,16154,39854,3887,32907,45649,4302,42176,13647,5009,10791,2631
20234,A,골목상권,3110520,경의중앙 신촌역,CS100008,분식전문점,107358393,6859,70279801,37078592,17768056,16287172,12176284,13167889,10880400,17491745,19586847,5795267,13068566,15383709,19460732,42711565,10938554,33533416,50582005,2529611,35309032,17488267,10360004,14579875,3848632,4623,2236,925,1029,870,969,830,1032,1204,262,169,1187,1473,3079,689,2292,4358,251,3371,1222,641,941,226
20234,A,골목상권,3110520,경의중앙 신촌역,CS100009,호프-간이주점,3829001,67,3829001,0,254374,127187,1251789,428420,1767231,0,0,321315,0,0,0,1030885,2476801,1941276,1419141,0,1004109,261068,0,669406,1425834,67,0,7,7,20,7,26,0,0,7,0,0,0,20,40,33,21,0,20,7,0,7,21
20234,A,골목상권,3110520,경의중앙 신촌역,CS100010,커피-음료,17676605,3177,12044601,5632004,2045915,2892646,2413278,2501583,2191179,2974453,2657551,0,2355555,4428613,5272667,4893454,726316,4856771,11731889,1041326,8639947,2228611,2205918,1637593,835265,2177,1000,375,498,436,486,382,508,492,0,397,871,973,844,92,820,2311,223,1713,387,425,268,115
20234,A,골목상권,3110520,경의중앙 신촌역,CS200002,외국어학원,214539116,1605,203321737,11217379,41872632,25505697,64912445,37747807,33283156,11217379,0,0,24765091,45852632,37070054,76653472,30197867,72133101,142406015,5261146,75203010,18915830,37091515,75262101,2805514,1461,144,250,189,507,235,280,144,0,0,174,401,266,620,144,530,1075,47,644,154,230,499,31
20234,A,골목상권,3110520,경의중앙 신촌역,CS200034,여관,37022355,3898,16981174,20041181,2959978,1356657,3042200,5015519,4606820,9761659,10279522,11088777,5028481,3453308,2777388,7071058,7603343,24756901,12098602,1362003,19221941,8379635,863327,1679214,5349383,2141,1757,514,287,287,554,499,828,929,939,175,576,374,595,1239,2704,1189,165,2549,841,42,170,125
20234,A,골목상권,3110520,경의중앙 신촌역,CS300001,슈퍼마켓,48000000,3399,29197236,18802764,5955839,5875042,6011309,4934399,6420647,9194886,9607878,35693,3593702,7755183,13625512,18420730,4569180,23390148,24609852,2996962,21164139,10047371,5358838,6233706,2198984,1933,1466,397,323,415,372,426,734,732,1,274,535,958,1294,337,1522,1877,241,1476,684,415,428,155
20234,A,골목상권,3110520,경의중앙 신촌역,CS300002,편의점,100762312,17628,70145170,30617142,11898010,13127369,13436741,15284857,16398193,14382669,16234473,13823642,14046762,12290509,12620585,27605942,20374872,56427588,42992838,2124233,39591674,26297002,10105260,15663557,5638699,12487,5141,2276,2315,2489,2621,2786,2638,2503,1963,2777,2214,2271,4769,3634,8418,9140,575,8593,3972,1497,1886,1034
20234,A,골목상권,3110526,봉원사,CS100001,한식음식점,607809345,13739,593893422,13915923,71428221,152611208,60688104,107308644,201857245,13915923,0,0,109573309,225141147,73626330,180979365,18489194,83123580,94908144,4254794,35339270,6542139,16255855,41090876,74548789,13036,703,1979,3006,3384,2148,2519,703,0,0,5161,4990,1078,2426,84,4120,7446,438,3222,697,1259,2410,3542
20234,A,골목상권,3110526,봉원사,CS300002,편의점,495825851,77487,351808140,144017711,68168914,70843245,68757885,71525790,72512306,72502689,71515022,46780663,68665587,63851199,70751477,149325407,96451518,230619491,249844541,5695578,183836530,101425059,73113582,82293398,34099886,55592,21895,10574,11237,11656,11408,10717,10674,11221,6708,12065,10420,11525,21463,15306,31851,44417,1563,34448,13987,10115,11670,4485
20234,A,골목상권,3110566,경의선책거리,CS100001,한식음식점,1170373926,39959,751268651,419105275,137351263,105490257,140040728,153778960,214607443,239640364,179464911,107903183,8332626,206366616,128308960,403458478,316004063,538845307,486083984,17753785,395955921,311210288,143915531,119714680,36379092,26641,13318,5021,4604,4856,5228,6932,7808,5510,2794,665,11817,6952,11700,6031,18378,18497,829,13104,10980,5157,5298,1508
20234,A,골목상권,3110566,경의선책거리,CS100003,일식음식점,75832170,4171,46225178,29606992,9476632,7856315,10162120,7914989,10815122,14391186,15215806,214303,0,30961096,17141952,24228184,3286635,23760461,46480859,3902403,27581690,13885113,10660975,12391015,1820122,2535,1636,606,409,541,368,611,744,892,11,0,1929,864,1274,93,1304,2693,272,1461,693,651,820,101
20234,A,골목상권,3110566,경의선책거리,CS100004,양식음식점,602049217,15231,334337716,267711501,49515163,54833182,70462003,58607180,100920188,150279618,117431883,46531433,0,48186444,78332665,254547279,174451396,254663817,331678193,13100913,277700478,143785419,57898620,68924181,24932399,9015,6216,1508,1475,1882,1509,2641,3564,2652,634,0,1810,2516,6805,3466,5307,9775,470,7287,3625,1432,1728,537
20234,A,골목상권,3110566,경의선책거리,CS100005,제과점,27939189,2184,16344436,11594753,1830507,3314051,3392184,3508557,4299137,10736653,858100,0,87399,3797278,8581199,14658855,814458,8230065,18769782,769729,15340578,6475429,2640110,1320039,453961,1377,807,187,228,331,281,350,639,168,0,58,415,705,963,43,574,1571,205,1206,428,187,90,27
20234,A,골목상권,3110566,경의선책거리,CS100008,분식전문점,426784059,40822,303188519,123595540,57855257,52156932,70920431,62588149,59667750,62339524,61256016,45487944,38988978,139959736,68151424,108661543,25534434,183594983,189743783,15281491,133793864,76200559,58047997,73085755,16929100,30230,10592,5319,5282,6853,6600,6176,5436,5156,2753,3932,13532,7095,11098,2412,18337,20823,1735,13859,7210,6226,8178,1956
20234,A,골목상권,3110566,경의선책거리,CS100009,호프-간이주점,298979184,6827,187469660,111509524,31806432,49628315,15468000,43241878,47325035,62516050,48993474,48087258,0,0,2038370,89005111,159848445,148922900,99763237,1825162,123794836,69933711,31701807,20571105,859514,3946,2881,797,698,388,893,1170,1528,1353,1192,0,0,26,1727,3882,4019,2611,56,3612,1796,549,579,35
20234,A,골목상권,3110566,경의선책거리,CS100010,커피-음료,1655452352,215127,1028266333,627186019,200786467,183862082,183120845,212197009,248299930,337996007,289190012,51852775,142894029,420219296,490647928,408642214,141196110,503332814,1030476357,68328204,724503709,363968747,175445458,154209771,47353280,139858,75269,27699,27290,27317,27403,30149,39225,36044,4204,31834,61822,60009,47503,9755,67310,139931,9617,92076,52316,23618,22415,7202
20234,A,골목상권,3110566,경의선책거리,CS200001,일반교습학원,338256371,225,171257711,166998660,14853033,62253055,45781302,17260120,31110201,104045870,62952790,7613112,28357911,137376562,61632623,103276163,0,99129068,239127303,0,0,0,186134069,145778042,6344260,120,105,19,18,37,18,28,38,67,9,39,56,46,75,0,55,170,0,0,0,121,95,9
20234,A,골목상권,3110566,경의선책거리,CS200003,예술학원,2235449161,2869,1516117971,719331190,112242187,250799909,299959586,428212128,424904161,409461725,309869465,23571086,109667266,598052650,615116641,673728305,215313213,855570211,1379878950,0,76392296,58226909,930337416,1162252826,8239714,1764,1105,221,338,354,480,371,643,462,7,151,572,797,1026,316,1138,1731,0,287,100,1057,1402,23
20234,A,골목상권,3110566,경의선책거리,CS200005,스포츠 강습,8113456,33,8113456,0,2689240,708898,0,640295,4075023,0,0,0,708898,1737944,0,5666614,0,3960684,4152772,0,0,1097649,2552034,3754875,708898,33,0,14,4,0,5,10,0,0,0,5,14,0,14,0,14,19,0,0,9,10,9,5
20234,A,골목상권,3110566,경의선책거리,CS200006,일반의원,1670203430,21341,1448877998,221325432,271321416,285972374,325377117,261362810,304844281,209394191,11931241,0,319143402,554136360,610977707,185945961,0,348369096,1321834334,691055,234336466,560883055,379496934,321541192,173254728,18772,2569,3581,3625,4018,3453,4095,2548,21,0,5208,6030,8196,1907,0,7223,14118,48,2501,5985,4821,4128,3858
20234,A,골목상권,3110566,경의선책거리,CS200028,미용실,235311443,2497,158128536,77182907,9949767,16000082,27620861,74273464,30284362,45762944,31419963,156535,1899958,36685536,104661851,85326990,6580573,105685237,129626206,8511796,59268455,36411105,41895756,30753863,58470468,1649,848,183,248,346,383,489,547,301,5,37,625,822,973,35,1093,1404,57,753,600,597,361,129
20234,A,골목상권,3110566,경의선책거리,CS200029,네일숍,1072154,34,765337,306817,92045,0,0,211394,461898,306817,0,0,306817,0,490318,275019,0,306817,765337,0,0,765337,0,306817,0,28,6,5,0,0,11,12,6,0,0,6,0,17,11,0,6,28,0,0,28,0,6,0
